1, 1, 1, 1, 1, 0.312418, 0.312417, 16188
1, 1, 2, 1, 1, 0.312389, 0.312404, 33871
1, 1, 3, 1, 1, 0.312427, 0.312436, 57859
1, 1, 4, 1, 1, 0.312401, 0.312411, 88820
12, 12, 1, 1, 1, 0.614483, 0.614497, 121469
12, 12, 2, 1, 1, 0.614472, 0.614471, 203924
12, 12, 3, 1, 1, 0.6141, 0.61409, 346070
12, 12, 4, 1, 1, 0.614489, 0.614489, 471581
1, 1, 1, 2, 1, 0.312422, 0.312421, 31820
12, 12, 1, 2, 1, 0.614506, 0.614504, 353955
12, 12, 2, 2, 1, 0.614522, 0.61453, 382792
12, 12, 3, 2, 1, 0.614477, 0.614492, 696831
1, 1, 2, 2, 1, 0.31244, 0.312439, 67300
12, 12, 1, 3, 1, 0.614407, 0.61441, 370702
12, 12, 2, 3, 1, 0.614454, 0.614455, 654208
12, 12, 3, 3, 1, 0.614425, 0.614433, 1.08913e+06
1, 1, 3, 2, 1, 0.312465, 0.312476, 115649
12, 12, 1, 4, 1, 0.614433, 0.614431, 510552
12, 12, 2, 4, 1, 0.614571, 0.614575, 810464
12, 12, 3, 4, 1, 0.613428, 0.613438, 1.49212e+06
1, 1, 4, 2, 1, 0.312463, 0.312464, 177289
1, 1, 1, 3, 1, 0.312352, 0.312357, 47620
1, 1, 2, 3, 1, 0.312272, 0.312271, 100785
1, 1, 3, 3, 1, 0.312429, 0.312438, 173675
14, 14, 1, 1, 1, 0.715204, 0.715201, 158877
14, 14, 2, 1, 1, 0.715146, 0.715144, 203688
14, 14, 3, 1, 1, 0.715164, 0.715161, 353760
14, 14, 4, 1, 1, 0.715162, 0.715153, 472631
1, 1, 1, 4, 1, 0.312421, 0.31242, 63241
14, 14, 1, 2, 1, 0.713936, 0.713932, 301879
14, 14, 2, 2, 1, 0.715137, 0.71514, 399359
14, 14, 3, 2, 1, 0.715157, 0.715155, 654582
1, 1, 2, 4, 1, 0.312476, 0.31248, 134148
14, 14, 1, 3, 1, 0.715182, 0.715186, 356492
14, 14, 2, 3, 1, 0.715139, 0.71513, 560020
14, 14, 3, 3, 1, 0.715167, 0.715164, 1.03856e+06
1, 1, 3, 4, 1, 0.31244, 0.312438, 231550
14, 14, 1, 4, 1, 0.715084, 0.715074, 502765
14, 14, 2, 4, 1, 0.715118, 0.71511, 883306
14, 14, 3, 4, 1, 0.715184, 0.715182, 1.43488e+06
16, 16, 1, 1, 1, 1.11787, 1.11787, 173616
16, 16, 2, 1, 1, 1.11794, 1.11794, 204189
16, 16, 3, 1, 1, 1.11792, 1.11792, 405008
16, 16, 4, 1, 1, 1.1181, 1.1181, 443088
16, 16, 1, 2, 1, 1.11793, 1.11792, 280597
16, 16, 2, 2, 1, 1.11789, 1.11789, 441322
16, 16, 3, 2, 1, 1.11794, 1.11793, 889274
16, 16, 1, 3, 1, 1.11792, 1.11791, 432129
16, 16, 2, 3, 1, 1.1179, 1.11792, 664537
16, 16, 3, 3, 1, 1.11795, 1.11795, 1.26505e+06
16, 16, 1, 4, 1, 1.11792, 1.11793, 555623
16, 16, 2, 4, 1, 1.1179, 1.1179, 868701
16, 16, 3, 4, 1, 1.1179, 1.11791, 1.5681e+06
20, 20, 1, 1, 1, 1.21857, 1.21857, 261693
20, 20, 2, 1, 1, 1.21857, 1.21858, 254033
20, 20, 3, 1, 1, 1.21864, 1.21864, 533734
20, 20, 4, 1, 1, 1.21859, 1.21858, 551392
20, 20, 1, 2, 1, 1.21856, 1.21856, 314954
20, 20, 2, 2, 1, 1.2186, 1.2186, 526049
20, 20, 3, 2, 1, 1.2186, 1.2186, 892516
20, 20, 1, 3, 1, 1.21859, 1.21859, 391797
20, 20, 2, 3, 1, 1.21858, 1.21858, 804747
20, 20, 3, 3, 1, 1.21858, 1.21857, 1.29106e+06
20, 20, 1, 4, 1, 1.21851, 1.2185, 632840
20, 20, 2, 4, 1, 1.21857, 1.21856, 1.02907e+06
20, 20, 3, 4, 1, 1.21858, 1.21857, 1.6025e+06
2, 2, 1, 1, 1, 0.31258, 0.31259, 64574
2, 2, 2, 1, 1, 0.312402, 0.312411, 116127
2, 2, 3, 1, 1, 0.312396, 0.312401, 197091
2, 2, 4, 1, 1, 0.311851, 0.311848, 302928
2, 2, 1, 2, 1, 0.312487, 0.312497, 131860
2, 2, 2, 2, 1, 0.312441, 0.312441, 234756
2, 2, 3, 2, 1, 0.312207, 0.312209, 417998
2, 2, 4, 2, 1, 0.312429, 0.312428, 628090
2, 2, 1, 3, 1, 0.312403, 0.312402, 193345
2, 2, 2, 3, 1, 0.312421, 0.312422, 368954
24, 24, 1, 1, 1, 2.31612, 2.31612, 572371
24, 24, 2, 1, 1, 2.31661, 2.31661, 615448
24, 24, 3, 1, 1, 2.31687, 2.31687, 829923
24, 24, 4, 1, 1, 2.31664, 2.31665, 692795
2, 2, 1, 4, 1, 0.312418, 0.312418, 267313
24, 24, 1, 2, 1, 2.31755, 2.31756, 433827
24, 24, 2, 2, 1, 2.31608, 2.31607, 518065
24, 24, 3, 2, 1, 2.31621, 2.31621, 1.08747e+06
2, 2, 2, 4, 1, 0.312372, 0.312377, 483791
24, 24, 1, 3, 1, 2.31768, 2.3177, 630574
24, 24, 2, 3, 1, 2.31634, 2.31634, 979145
24, 24, 3, 3, 1, 2.31649, 2.31649, 1.41032e+06
24, 24, 1, 4, 1, 2.31656, 2.31656, 604831
24, 24, 2, 4, 1, 2.31581, 2.31582, 1.18488e+06
24, 24, 3, 4, 1, 2.3168, 2.3168, 1.86535e+06
28, 28, 1, 1, 1, 2.31489, 2.31491, 276186
28, 28, 2, 1, 1, 2.31612, 2.31611, 343207
28, 28, 3, 1, 1, 2.31724, 2.31725, 654628
28, 28, 4, 1, 1, 2.31696, 2.31697, 662566
28, 28, 1, 2, 1, 2.31408, 2.31408, 501367
28, 28, 2, 2, 1, 2.31642, 2.31642, 593526
28, 28, 3, 2, 1, 2.31623, 2.31622, 955330
28, 28, 1, 3, 1, 2.31636, 2.31635, 522893
28, 28, 2, 3, 1, 2.31253, 2.31253, 853540
28, 28, 3, 3, 1, 2.31737, 2.31739, 1.49547e+06
28, 28, 1, 4, 1, 2.31858, 2.31859, 675054
28, 28, 2, 4, 1, 2.31692, 2.3169, 1.15652e+06
28, 28, 3, 4, 1, 2.31718, 2.31717, 1.79095e+06
32, 32, 1, 1, 1, 2.31621, 2.31618, 313479
32, 32, 2, 1, 1, 2.31231, 2.31231, 752539
32, 32, 3, 1, 1, 2.31651, 2.31653, 744523
32, 32, 4, 1, 1, 2.31254, 2.31253, 971014
32, 32, 1, 2, 1, 2.3168, 2.31679, 363254
32, 32, 2, 2, 1, 2.32251, 2.32251, 585194
32, 32, 3, 2, 1, 2.32293, 2.32294, 1.04614e+06
32, 32, 1, 3, 1, 2.31646, 2.31646, 670969
32, 32, 1, 32, 1, 2.3209, 2.32094, 6.06839e+06
32, 32, 2, 32, 1, 2.31752, 2.31755, 9.40351e+06
32, 32, 3, 32, 1, 2.3125, 2.3125, 2.02479e+07
32, 32, 2, 3, 1, 2.31726, 2.31726, 854743
32, 32, 3, 3, 1, 2.3225, 2.32251, 1.60125e+06
32, 32, 1, 4, 1, 2.31677, 2.3168, 902418
32, 32, 2, 4, 1, 2.31701, 2.31701, 1.2305e+06
32, 32, 3, 4, 1, 2.31634, 2.31633, 1.93878e+06
4, 4, 1, 1, 1, 0.312166, 0.312175, 104946
4, 4, 2, 1, 1, 0.312399, 0.312399, 149251
4, 4, 3, 1, 1, 0.311835, 0.311834, 317529
4, 4, 4, 1, 1, 0.312429, 0.312438, 380787
4, 4, 1, 2, 1, 0.312269, 0.312272, 234264
4, 4, 2, 2, 1, 0.312398, 0.312397, 301635
4, 4, 3, 2, 1, 0.312429, 0.312429, 657742
4, 4, 1, 3, 1, 0.312432, 0.312431, 300072
4, 4, 2, 3, 1, 0.312435, 0.31244, 471430
4, 4, 3, 3, 1, 0.312438, 0.312446, 975714
4, 4, 1, 4, 1, 0.312411, 0.31241, 467139
4, 4, 2, 4, 1, 0.312459, 0.312459, 675213
4, 4, 3, 4, 1, 0.312416, 0.312416, 1.28241e+06
6, 6, 1, 1, 1, 0.413089, 0.413089, 1.83578e+06
6, 6, 2, 1, 1, 0.413102, 0.413111, 1.89524e+06
6, 6, 3, 1, 1, 0.41308, 0.413079, 2.0454e+06
6, 6, 4, 1, 1, 0.413074, 0.413073, 2.08829e+06
6, 6, 1, 2, 1, 0.413128, 0.413139, 1.96084e+06
6, 6, 2, 2, 1, 0.413107, 0.413105, 2.09259e+06
6, 6, 3, 2, 1, 0.413093, 0.413103, 2.39565e+06
6, 6, 1, 3, 1, 0.413129, 0.413128, 2.07334e+06
6, 6, 2, 3, 1, 0.413086, 0.413096, 2.29008e+06
6, 6, 3, 3, 1, 0.413109, 0.41311, 2.81381e+06
6, 6, 1, 4, 1, 0.413089, 0.413088, 2.21021e+06
6, 6, 2, 4, 1, 0.412367, 0.412364, 2.50602e+06
6, 6, 3, 4, 1, 0.413085, 0.413084, 3.18114e+06
8, 8, 1, 1, 1, 0.413093, 0.413096, 125993
8, 8, 2, 1, 1, 0.413096, 0.413122, 182956
8, 8, 3, 1, 1, 0.413087, 0.413085, 314500
8, 8, 4, 1, 1, 0.413102, 0.4131, 389295
8, 8, 1, 2, 1, 0.413098, 0.413105, 225960
8, 8, 2, 2, 1, 0.412377, 0.41238, 421515
8, 8, 3, 2, 1, 0.413137, 0.413136, 740277
8, 8, 1, 3, 1, 0.413123, 0.413122, 373384
8, 8, 2, 3, 1, 0.413059, 0.413079, 595113
8, 8, 3, 3, 1, 0.413105, 0.413103, 1.0572e+06
8, 8, 1, 4, 1, 0.413119, 0.413124, 485665
8, 8, 2, 4, 1, 0.413122, 0.413131, 783888
8, 8, 3, 4, 1, 0.413106, 0.413111, 1.3711e+06
